subject;block;trial;target_distance;percived_distance;condition;type
S017;5;2;2.9;5;Ear level;ROVED
S017;5;2;2.9;6;Ear level;ROVED
S017;0;1;2;3;Floor level;NORMAL
S017;0;3;4.2;3;Floor level;NORMAL
S017;0;2;2.9;3;Floor level;NORMAL
S017;0;2;2.9;2;Floor level;NORMAL
S017;0;1;2;2;Floor level;NORMAL
S017;0;4;6;5;Floor level;NORMAL
S017;0;4;6;5;Floor level;NORMAL
S017;0;3;4.2;5;Floor level;NORMAL
S017;0;3;4.2;4;Floor level;NORMAL
S017;0;1;2;2;Floor level;NORMAL
S017;0;1;2;2;Floor level;NORMAL
S017;0;1;2;2;Floor level;NORMAL
S017;0;2;2.9;3;Floor level;NORMAL
S017;0;2;2.9;3;Floor level;NORMAL
S017;0;4;6;4;Floor level;NORMAL
S017;0;4;6;5;Floor level;NORMAL
S017;0;1;2;3;Floor level;NORMAL
S017;0;3;4.2;3;Floor level;NORMAL
S017;0;2;2.9;4;Floor level;NORMAL
S017;0;3;4.2;5;Floor level;NORMAL
S017;2;3;4.2;3;Floor level;ROVED
S017;2;3;4.2;3;Floor level;ROVED
S017;2;2;2.9;3;Floor level;ROVED
S017;2;2;2.9;4;Floor level;ROVED
S017;2;4;6;4;Floor level;ROVED
S017;2;4;6;4;Floor level;ROVED
S017;2;3;4.2;5;Floor level;ROVED
S017;2;2;2.9;5;Floor level;ROVED
S017;2;3;4.2;6;Floor level;ROVED
S017;2;4;6;4;Floor level;ROVED
S017;2;2;2.9;4;Floor level;ROVED
S017;2;1;2;1;Floor level;ROVED
S017;2;3;4.2;4;Floor level;ROVED
S017;2;1;2;1;Floor level;ROVED
S017;2;1;2;2;Floor level;ROVED
S017;2;3;4.2;3;Floor level;ROVED
S017;2;2;2.9;3;Floor level;ROVED
S017;2;1;2;4;Floor level;ROVED
S017;2;4;6;5;Floor level;ROVED
S017;2;1;2;1;Floor level;ROVED
S018;3;1;2;6;Ear level;NORMAL
S018;3;2;2.9;6;Ear level;NORMAL
S018;3;2;2.9;5;Ear level;NORMAL
S018;3;1;2;4;Ear level;NORMAL
S018;3;4;6;4;Ear level;NORMAL
S018;3;2;2.9;3;Ear level;NORMAL
S018;3;1;2;4;Ear level;NORMAL
S018;3;1;2;3;Ear level;NORMAL
S018;3;4;6;2;Ear level;NORMAL
S018;3;3;4.2;2;Ear level;NORMAL
S018;3;2;2.9;2;Ear level;NORMAL
S018;3;3;4.2;2;Ear level;NORMAL
S018;3;4;6;4;Ear level;NORMAL
S018;3;2;2.9;3;Ear level;NORMAL
S018;3;3;4.2;4;Ear level;NORMAL
S018;3;1;2;5;Ear level;NORMAL
S018;3;4;6;4;Ear level;NORMAL
S018;3;3;4.2;2;Ear level;NORMAL
S018;3;3;4.2;2;Ear level;NORMAL
S018;3;4;6;4;Ear level;NORMAL
S018;5;3;4.2;3;Ear level;ROVED
S018;5;4;6;5;Ear level;ROVED
S018;5;1;2;2;Ear level;ROVED
S018;5;4;6;2;Ear level;ROVED
S018;5;3;4.2;5;Ear level;ROVED
S018;5;1;2;3;Ear level;ROVED
S018;5;3;4.2;3;Ear level;ROVED
S018;5;4;6;5;Ear level;ROVED
S018;5;3;4.2;5;Ear level;ROVED
S018;5;4;6;3;Ear level;ROVED
S018;5;2;2.9;4;Ear level;ROVED
S018;5;4;6;5;Ear level;ROVED
S018;5;3;4.2;5;Ear level;ROVED
S018;5;2;2.9;6;Ear level;ROVED
S018;5;1;2;3;Ear level;ROVED
S018;5;2;2.9;4;Ear level;ROVED
S018;5;2;2.9;4;Ear level;ROVED
S018;5;3;4.2;5;Ear level;ROVED
S018;5;1;2;3;Ear level;ROVED
S018;5;2;2.9;4;Ear level;ROVED
S018;0;2;2.9;4;Floor level;NORMAL
S018;0;3;4.2;4;Floor level;NORMAL
S018;0;3;4.2;3;Floor level;NORMAL
S018;0;2;2.9;2;Floor level;NORMAL
S018;0;3;4.2;4;Floor level;NORMAL
S018;0;2;2.9;2;Floor level;NORMAL
S018;0;1;2;1;Floor level;NORMAL
S018;0;2;2.9;4;Floor level;NORMAL
S018;0;4;6;5;Floor level;NORMAL
S018;0;4;6;4;Floor level;NORMAL
S018;0;1;2;1;Floor level;NORMAL
S018;0;1;2;1;Floor level;NORMAL
S018;0;2;2.9;4;Floor level;NORMAL
S018;0;4;6;5;Floor level;NORMAL
S018;0;3;4.2;3;Floor level;NORMAL
S018;0;1;2;1;Floor level;NORMAL
S018;0;4;6;4;Floor level;NORMAL
S018;0;3;4.2;3;Floor level;NORMAL
S018;0;2;2.9;3;Floor level;NORMAL
S018;0;4;6;5;Floor level;NORMAL
S018;2;4;6;6;Floor level;ROVED
S018;2;4;6;3;Floor level;ROVED
S018;2;3;4.2;6;Floor level;ROVED
S018;2;1;2;2;Floor level;ROVED
S018;2;3;4.2;5;Floor level;ROVED
S018;2;2;2.9;4;Floor level;ROVED
S018;2;4;6;5;Floor level;ROVED
S018;2;4;6;3;Floor level;ROVED
S018;2;4;6;4;Floor level;ROVED
S018;2;2;2.9;3;Floor level;ROVED
S018;2;3;4.2;6;Floor level;ROVED
S018;2;4;6;7;Floor level;ROVED
S018;2;2;2.9;3;Floor level;ROVED
S018;2;3;4.2;5;Floor level;ROVED
S018;2;1;2;1;Floor level;ROVED
S018;2;3;4.2;3;Floor level;ROVED
S018;2;2;2.9;2;Floor level;ROVED
S018;2;1;2;1;Floor level;ROVED
S018;2;2;2.9;1;Floor level;ROVED
S018;2;1;2;1;Floor level;ROVED
S019;3;2;2.9;1.5;Ear level;NORMAL
S019;3;4;6;8;Ear level;NORMAL
S019;3;3;4.2;3;Ear level;NORMAL
S019;3;1;2;0.5;Ear level;NORMAL
S019;3;1;2;0.3;Ear level;NORMAL
S019;3;2;2.9;2;Ear level;NORMAL
S019;3;3;4.2;5;Ear level;NORMAL
S019;3;1;2;1;Ear level;NORMAL
S019;3;4;6;4;Ear level;NORMAL
S019;3;1;2;0.3;Ear level;NORMAL
S019;3;4;6;6;Ear level;NORMAL
S019;3;3;4.2;3.5;Ear level;NORMAL
S019;3;2;2.9;2;Ear level;NORMAL
S019;3;2;2.9;0.7;Ear level;NORMAL
S019;3;2;2.9;1;Ear level;NORMAL
S019;3;3;4.2;4;Ear level;NORMAL
S019;3;1;2;0.5;Ear level;NORMAL
S019;3;3;4.2;5;Ear level;NORMAL
S019;3;4;6;7;Ear level;NORMAL
S019;3;4;6;9;Ear level;NORMAL
S019;5;4;6;1;Ear level;ROVED
S019;5;3;4.2;0.5;Ear level;ROVED
S019;5;3;4.2;10;Ear level;ROVED
S019;5;3;4.2;0.3;Ear level;ROVED
S019;5;2;2.9;11;Ear level;ROVED
S019;5;1;2;10.5;Ear level;ROVED
S019;5;2;2.9;12;Ear level;ROVED
S019;5;1;2;0.3;Ear level;ROVED
S019;5;3;4.2;4;Ear level;ROVED
S019;5;2;2.9;11;Ear level;ROVED
S019;5;1;2;2;Ear level;ROVED
S019;5;2;2.9;3.5;Ear level;ROVED
S019;5;3;4.2;6;Ear level;ROVED
S019;5;4;6;10;Ear level;ROVED
S019;5;4;6;8;Ear level;ROVED
S019;5;4;6;1;Ear level;ROVED
S019;5;1;2;0.5;Ear level;ROVED
S019;5;4;6;5;Ear level;ROVED
S019;5;1;2;13;Ear level;ROVED
S019;5;4;6;7;Ear level;ROVED
S019;0;3;4.2;4;Floor level;NORMAL
S019;0;3;4.2;5;Floor level;NORMAL
S019;0;2;2.9;4;Floor level;NORMAL
S019;0;3;4.2;6;Floor level;NORMAL
S019;0;4;6;8;Floor level;NORMAL
S019;0;3;4.2;4;Floor level;NORMAL
S019;0;1;2;2;Floor level;NORMAL
S019;0;4;6;7;Floor level;NORMAL
S019;0;2;2.9;3;Floor level;NORMAL
S019;0;2;2.9;3;Floor level;NORMAL
S019;0;4;6;7;Floor level;NORMAL
S019;0;4;6;8;Floor level;NORMAL
S019;0;3;4.2;6;Floor level;NORMAL
S019;0;4;6;8.5;Floor level;NORMAL
S019;0;1;2;2;Floor level;NORMAL
S019;0;1;2;3;Floor level;NORMAL
S019;0;3;4.2;5;Floor level;NORMAL
S019;0;1;2;3;Floor level;NORMAL
S019;0;2;2.9;5;Floor level;NORMAL
S019;0;1;2;3;Floor level;NORMAL
S019;2;1;2;4;Floor level;ROVED
S019;2;3;4.2;5;Floor level;ROVED
S019;2;1;2;3;Floor level;ROVED
S019;2;1;2;2.5;Floor level;ROVED
S019;2;4;6;6;Floor level;ROVED
S019;2;3;4.2;6;Floor level;ROVED
S019;2;1;2;3;Floor level;ROVED
S019;2;4;6;5;Floor level;ROVED
S019;2;1;2;3;Floor level;ROVED
S019;2;3;4.2;5;Floor level;ROVED
S019;2;1;2;2;Floor level;ROVED
S019;2;4;6;7;Floor level;ROVED
S019;2;4;6;8;Floor level;ROVED
S019;2;4;6;7;Floor level;ROVED
S019;2;2;2.9;4;Floor level;ROVED
S019;2;2;2.9;4;Floor level;ROVED
S019;2;3;4.2;6;Floor level;ROVED
S019;2;2;2.9;3;Floor level;ROVED
S019;2;3;4.2;4;Floor level;ROVED
S019;2;2;2.9;3;Floor level;ROVED
S020;3;3;4.2;1.5;Ear level;NORMAL
S020;3;4;6;2;Ear level;NORMAL
S020;3;3;4.2;1.5;Ear level;NORMAL
S020;3;4;6;2;Ear level;NORMAL
S020;3;1;2;2;Ear level;NORMAL
S020;3;1;2;3;Ear level;NORMAL
S020;3;2;2.9;1;Ear level;NORMAL
S020;3;2;2.9;1;Ear level;NORMAL
S020;3;2;2.9;1.5;Ear level;NORMAL
S020;3;4;6;1;Ear level;NORMAL
S020;3;2;2.9;0.5;Ear level;NORMAL
S020;3;3;4.2;3;Ear level;NORMAL
S020;3;4;6;1.5;Ear level;NORMAL
S020;3;1;2;2;Ear level;NORMAL
S020;3;1;2;2;Ear level;NORMAL
S020;3;2;2.9;1;Ear level;NORMAL
S020;3;1;2;0.5;Ear level;NORMAL
S020;3;3;4.2;1;Ear level;NORMAL
S020;3;3;4.2;1;Ear level;NORMAL
S020;3;4;6;2.5;Ear level;NORMAL
S020;5;1;2;1;Ear level;ROVED
S020;5;2;2.9;1;Ear level;ROVED
S020;5;3;4.2;0.5;Ear level;ROVED
S020;5;2;2.9;1.5;Ear level;ROVED
S020;5;4;6;2;Ear level;ROVED
S020;5;2;2.9;2;Ear level;ROVED
S020;5;1;2;1;Ear level;ROVED
S020;5;2;2.9;3;Ear level;ROVED
S020;5;3;4.2;1.5;Ear level;ROVED
S020;5;4;6;2;Ear level;ROVED
S020;5;3;4.2;2;Ear level;ROVED
S020;5;4;6;1.5;Ear level;ROVED
S020;5;1;2;1;Ear level;ROVED
S020;5;4;6;2;Ear level;ROVED
S020;5;4;6;1.5;Ear level;ROVED
S020;5;1;2;1;Ear level;ROVED
S020;5;1;2;2;Ear level;ROVED
S020;5;2;2.9;2;Ear level;ROVED
S020;5;3;4.2;2;Ear level;ROVED
S020;5;1;2;1.5;Ear level;ROVED
S020;0;4;6;4;Floor level;NORMAL
S020;0;4;6;5;Floor level;NORMAL
S020;0;4;6;5;Floor level;NORMAL
S020;0;2;2.9;3;Floor level;NORMAL
S020;0;1;2;2;Floor level;NORMAL
S020;0;2;2.9;3;Floor level;NORMAL
S020;0;4;6;6;Floor level;NORMAL
S020;0;2;2.9;2.5;Floor level;NORMAL
S020;0;1;2;1.2;Floor level;NORMAL
S020;0;3;4.2;4;Floor level;NORMAL
S020;0;3;4.2;3;Floor level;NORMAL
S020;0;1;2;1.9;Floor level;NORMAL
S020;0;1;2;2;Floor level;NORMAL
S020;0;4;6;6;Floor level;NORMAL
S020;0;1;2;1.2;Floor level;NORMAL
S020;0;4;6;6;Floor level;NORMAL
S020;0;2;2.9;3.5;Floor level;NORMAL
S020;0;3;4.2;4.2;Floor level;NORMAL
S020;0;2;2.9;3;Floor level;NORMAL
S020;0;3;4.2;2.2;Floor level;NORMAL
S020;2;2;2.9;1.2;Floor level;ROVED
S020;2;4;6;6;Floor level;ROVED
S020;2;4;6;5.2;Floor level;ROVED
S020;2;4;6;4;Floor level;ROVED
S020;2;3;4.2;4;Floor level;ROVED
S020;2;2;2.9;3;Floor level;ROVED
S020;2;1;2;1.5;Floor level;ROVED
S020;2;1;2;2.5;Floor level;ROVED
S020;2;1;2;2;Floor level;ROVED
S020;2;3;4.2;4;Floor level;ROVED
S020;2;4;6;5;Floor level;ROVED
S020;2;3;4.2;4;Floor level;ROVED
S020;2;2;2.9;3;Floor level;ROVED
S020;2;1;2;2;Floor level;ROVED
S020;2;1;2;2;Floor level;ROVED
S020;2;3;4.2;5;Floor level;ROVED
S020;2;2;2.9;3;Floor level;ROVED
S020;2;2;2.9;4;Floor level;ROVED
S020;2;4;6;6;Floor level;ROVED
S020;2;2;2.9;3;Floor level;ROVED
S021;3;4;6;3;Ear level;NORMAL
S021;3;2;2.9;2.5;Ear level;NORMAL
S021;3;3;4.2;2.7;Ear level;NORMAL
S021;3;1;2;1.9;Ear level;NORMAL
S021;3;3;4.2;2;Ear level;NORMAL
S021;3;2;2.9;2.5;Ear level;NORMAL
S021;3;2;2.9;2;Ear level;NORMAL
S021;3;1;2;1.9;Ear level;NORMAL
S021;3;3;4.2;3;Ear level;NORMAL
S021;3;2;2.9;2;Ear level;NORMAL
S021;3;1;2;1.9;Ear level;NORMAL
S021;3;4;6;3;Ear level;NORMAL
S021;3;4;6;3.4;Ear level;NORMAL
S021;3;1;2;1.7;Ear level;NORMAL
S021;3;2;2.9;2;Ear level;NORMAL
S021;3;3;4.2;2.2;Ear level;NORMAL
S021;3;3;4.2;2.4;Ear level;NORMAL
S021;3;4;6;3;Ear level;NORMAL
S021;3;4;6;3.2;Ear level;NORMAL
S021;3;1;2;1.9;Ear level;NORMAL
S021;5;2;2.9;3;Ear level;ROVED
S021;5;2;2.9;2;Ear level;ROVED
S021;5;1;2;2;Ear level;ROVED
S021;5;1;2;2.2;Ear level;ROVED
S021;5;2;2.9;2.7;Ear level;ROVED
S021;5;3;4.2;2.8;Ear level;ROVED
S021;5;3;4.2;3;Ear level;ROVED
S021;5;3;4.2;3.2;Ear level;ROVED
S021;5;2;2.9;2.5;Ear level;ROVED
S021;5;2;2.9;3;Ear level;ROVED
S021;5;1;2;2;Ear level;ROVED
S021;5;4;6;2.7;Ear level;ROVED
S021;5;3;4.2;3;Ear level;ROVED
S021;5;1;2;3;Ear level;ROVED
S021;5;3;4.2;2.7;Ear level;ROVED
S021;5;4;6;3;Ear level;ROVED
S021;5;2;2.9;2.5;Ear level;ROVED
S021;5;1;2;2.5;Ear level;ROVED
S021;5;4;6;3;Ear level;ROVED
S021;5;4;6;2.7;Ear level;ROVED
S021;0;1;2;2;Floor level;NORMAL
S021;0;1;2;2;Floor level;NORMAL
S021;0;1;2;2;Floor level;NORMAL
S021;0;2;2.9;3;Floor level;NORMAL
S021;0;4;6;5;Floor level;NORMAL
S021;0;1;2;2;Floor level;NORMAL
S021;0;1;2;2;Floor level;NORMAL
S021;0;3;4.2;3.5;Floor level;NORMAL
S021;0;4;6;4.6;Floor level;NORMAL
S021;0;2;2.9;2.3;Floor level;NORMAL
S021;0;3;4.2;4.5;Floor level;NORMAL
S021;0;3;4.2;4.2;Floor level;NORMAL
S021;0;3;4.2;3.5;Floor level;NORMAL
S021;0;4;6;5.3;Floor level;NORMAL
S021;0;2;2.9;3;Floor level;NORMAL
S021;0;3;4.2;4.3;Floor level;NORMAL
S021;0;2;2.9;2.4;Floor level;NORMAL
S021;0;2;2.9;3.2;Floor level;NORMAL
S021;0;1;2;2;Floor level;NORMAL
S021;0;4;6;6.7;Floor level;NORMAL
S021;2;3;4.2;4.3;Floor level;ROVED
S021;2;2;2.9;2;Floor level;ROVED
S021;2;3;4.2;2.2;Floor level;ROVED
S021;2;4;6;2.5;Floor level;ROVED
S021;2;4;6;5.2;Floor level;ROVED
S021;2;3;4.2;2.3;Floor level;ROVED
S021;2;3;4.2;4;Floor level;ROVED
S021;2;2;2.9;2.3;Floor level;ROVED
S021;2;4;6;5.5;Floor level;ROVED
S021;2;4;6;6.5;Floor level;ROVED
S021;2;1;2;2;Floor level;ROVED
S021;2;3;4.2;3.2;Floor level;ROVED
S021;2;3;4.2;4.7;Floor level;ROVED
S021;2;1;2;1.9;Floor level;ROVED
S021;2;2;2.9;2;Floor level;ROVED
S021;2;1;2;2;Floor level;ROVED
S021;2;2;2.9;2.4;Floor level;ROVED
S021;2;1;2;2;Floor level;ROVED
S021;2;2;2.9;2;Floor level;ROVED
S021;2;1;2;2;Floor level;ROVED
S022;3;1;2;1;Ear level;NORMAL
S022;3;4;6;1.5;Ear level;NORMAL
S022;3;2;2.9;1.5;Ear level;NORMAL
S022;3;4;6;2.5;Ear level;NORMAL
S022;3;2;2.9;1;Ear level;NORMAL
S022;3;3;4.2;3;Ear level;NORMAL
S022;3;4;6;3.5;Ear level;NORMAL
S022;3;3;4.2;2.1;Ear level;NORMAL
S022;3;3;4.2;1;Ear level;NORMAL
S022;3;3;4.2;1.5;Ear level;NORMAL
S022;3;2;2.9;1.7;Ear level;NORMAL
S022;3;3;4.2;1.3;Ear level;NORMAL
S022;3;1;2;1;Ear level;NORMAL
S022;3;1;2;1.2;Ear level;NORMAL
S022;3;1;2;1;Ear level;NORMAL
S022;3;4;6;2;Ear level;NORMAL
S022;3;2;2.9;2;Ear level;NORMAL
S022;3;4;6;2.5;Ear level;NORMAL
S022;3;1;2;1;Ear level;NORMAL
S022;3;2;2.9;1.5;Ear level;NORMAL
S022;5;3;4.2;2;Ear level;ROVED
S022;5;4;6;1.5;Ear level;ROVED
S022;5;1;2;1;Ear level;ROVED
S022;5;2;2.9;1.5;Ear level;ROVED
S022;5;1;2;1.2;Ear level;ROVED
S022;5;2;2.9;2;Ear level;ROVED
S022;5;4;6;4;Ear level;ROVED
S022;5;2;2.9;2;Ear level;ROVED
S022;5;3;4.2;3.1;Ear level;ROVED
S022;5;2;2.9;2;Ear level;ROVED
S022;5;1;2;1.5;Ear level;ROVED
S022;5;3;4.2;2;Ear level;ROVED
S022;5;4;6;3;Ear level;ROVED
S022;5;4;6;2.5;Ear level;ROVED
S022;5;2;2.9;1.5;Ear level;ROVED
S022;5;1;2;1;Ear level;ROVED
S022;5;3;4.2;3;Ear level;ROVED
S022;5;3;4.2;4.5;Ear level;ROVED
S022;5;4;6;3.5;Ear level;ROVED
S022;5;3;4.2;2;Ear level;ROVED
S022;0;2;2.9;3;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;4;6;2.5;Floor level;NORMAL
S022;0;1;2;1.5;Floor level;NORMAL
S022;0;4;6;6;Floor level;NORMAL
S022;0;1;2;2.3;Floor level;NORMAL
S022;0;4;6;5;Floor level;NORMAL
S022;0;4;6;5.5;Floor level;NORMAL
S022;0;2;2.9;3.2;Floor level;NORMAL
S022;0;2;2.9;3;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;3;4.2;4.5;Floor level;NORMAL
S022;0;2;2.9;3;Floor level;NORMAL
S022;0;1;2;1.5;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;2;2.9;2.5;Floor level;NORMAL
S022;0;1;2;1.5;Floor level;NORMAL
S022;0;2;2.9;2.5;Floor level;NORMAL
S022;0;3;4.2;4;Floor level;NORMAL
S022;0;4;6;5.5;Floor level;NORMAL
S022;2;4;6;4;Floor level;ROVED
S022;2;4;6;4.5;Floor level;ROVED
S022;2;4;6;5.5;Floor level;ROVED
S022;2;4;6;5;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
S022;2;4;6;4.5;Floor level;ROVED
S022;2;1;2;1.5;Floor level;ROVED
S022;2;3;4.2;3.6;Floor level;ROVED
S022;2;3;4.2;4.5;Floor level;ROVED
S022;2;4;6;8;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
S022;2;3;4.2;4;Floor level;ROVED
S022;2;2;2.9;3.5;Floor level;ROVED
S022;2;3;4.2;3.1;Floor level;ROVED
S022;2;1;2;2.5;Floor level;ROVED
S022;2;1;2;1.5;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
S022;2;3;4.2;4;Floor level;ROVED
S022;2;1;2;2.5;Floor level;ROVED
S022;2;2;2.9;3;Floor level;ROVED
