subject,block,condition,target_distance,type,percived_distance,rel_bias,abs_bias,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
S007,0,Floor level,4.2,NORMAL,1.8333333333333333,-0.5634920634920635,-2.3666666666666667,0.5163977794943222,0.21081851067789195,0.26666666666666666,6,1.8333333333333333,0.1229518522605529,0.05019488349473618,0.015117157974300828,6,-0.5634920634920635,0.5163977794943222,0.21081851067789195,0.26666666666666666,6
S008,0,Floor level,4.2,NORMAL,2.75,-0.3452380952380953,-1.4500000000000002,1.5,0.75,2.25,4,2.75,0.35714285714285715,0.17857142857142858,0.12755102040816327,4,-0.3452380952380953,1.5,0.75,2.25,4
S009,0,Floor level,4.2,NORMAL,2.56,-0.3904761904761905,-1.6400000000000001,0.49799598391954925,0.22271057451320084,0.24799999999999997,5,2.56,0.11857047236179744,0.053026327265047815,0.014058956916099768,5,-0.3904761904761905,0.49799598391954925,0.22271057451320084,0.24799999999999997,5
S010,0,Floor level,4.2,NORMAL,3.8,-0.09523809523809527,-0.4000000000000002,1.2549900398011133,0.5612486080160912,1.575,5,3.8,0.2988071523335984,0.13363062095621217,0.08928571428571429,5,-0.09523809523809527,1.2549900398011133,0.5612486080160912,1.575,5
S011,0,Floor level,4.2,NORMAL,3.3833333333333333,-0.19444444444444448,-0.8166666666666669,0.7756717518813397,0.3166666666666667,0.6016666666666667,6,3.3833333333333333,0.18468375044793803,0.0753968253968254,0.03410808767951625,6,-0.19444444444444448,0.7756717518813397,0.3166666666666667,0.6016666666666667,6
S012,0,Floor level,4.2,NORMAL,5.5,0.3095238095238095,1.2999999999999998,0.5773502691896257,0.28867513459481287,0.3333333333333333,4,5.5,0.13746434980705374,0.06873217490352687,0.018896447467876033,4,0.3095238095238095,0.5773502691896257,0.28867513459481287,0.3333333333333333,4
S013,0,Floor level,4.2,NORMAL,3.4,-0.19047619047619052,-0.8000000000000002,0.699205898780101,0.22110831935702663,0.4888888888888889,10,3.4,0.1664775949476431,0.052644837942149206,0.027714789619551525,10,-0.19047619047619052,0.699205898780101,0.22110831935702663,0.4888888888888889,10
S015,0,Floor level,4.2,NORMAL,2.2041666666666666,-0.47519841269841273,-1.9958333333333336,0.7027408462368592,0.20286380837269805,0.4938446969696969,12,2.2041666666666666,0.16731924910401408,0.04830090675540429,0.027995731120731115,12,-0.47519841269841273,0.7027408462368592,0.20286380837269805,0.4938446969696969,12
S017,0,Floor level,4.2,NORMAL,4,-0.04761904761904766,-0.20000000000000018,1,0.44721359549995793,1,5,4,0.2380952380952381,0.10647942749998998,0.05668934240362812,5,-0.04761904761904766,1,0.44721359549995793,1,5
S018,0,Floor level,4.2,NORMAL,3.4,-0.19047619047619052,-0.8000000000000002,0.5477225575051661,0.24494897427831777,0.3,5,3.4,0.13041013273932528,0.058321184351980436,0.017006802721088437,5,-0.19047619047619052,0.5477225575051661,0.24494897427831777,0.3,5
S001,3,Ear level,6,NORMAL,3.7,-0.3833333333333333,-2.3,1.396424004376894,0.6244997998398397,1.95,5,3.7,0.2327373340628157,0.10408329997330663,0.05416666666666667,5,-0.3833333333333333,1.396424004376894,0.6244997998398397,1.95,5
S002,3,Ear level,6,NORMAL,1.5,-0.75,-4.5,0.21213203435596428,0.09486832980505139,0.045000000000000005,5,1.5,0.03535533905932734,0.015811388300841882,0.0012499999999999976,5,-0.75,0.21213203435596423,0.09486832980505136,0.04499999999999999,5
S003,3,Ear level,6,NORMAL,11.014,0.8356666666666667,5.014,7.68869169625106,3.4384874581711067,59.11598,5,11.014,1.2814486160418435,0.5730812430285178,1.6421105555555557,5,0.8356666666666667,7.68869169625106,3.4384874581711067,59.11598,5
S004,3,Ear level,6,NORMAL,3,-0.5,-3,0.5,0.22360679774997896,0.25,5,3,0.08333333333333334,0.037267799624996496,0.006944444444444446,5,-0.5,0.5,0.22360679774997896,0.25,5
S005,3,Ear level,6,NORMAL,3.06,-0.49,-2.94,0.1341640786499873,0.05999999999999996,0.017999999999999978,5,3.06,0.022360679774997894,0.009999999999999998,4.999999999999998e-4,5,-0.49,0.1341640786499873,0.05999999999999996,0.017999999999999978,5
S006,3,Ear level,6,NORMAL,2.2,-0.6333333333333333,-3.8,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.07453559924999298,0.033333333333333326,0.005555555555555553,5,-0.6333333333333333,0.44721359549995793,0.19999999999999998,0.2,5
S007,3,Ear level,6,NORMAL,3.1,-0.48333333333333334,-2.9,0.5477225575051661,0.24494897427831777,0.3,5,3.1,0.0912870929175277,0.04082482904638631,0.008333333333333337,5,-0.48333333333333334,0.5477225575051661,0.24494897427831777,0.3,5
S008,3,Ear level,6,NORMAL,3,-0.5,-3,0.7071067811865476,0.31622776601683794,0.5,5,3,0.11785113019775792,0.05270462766947299,0.013888888888888888,5,-0.5,0.7071067811865476,0.31622776601683794,0.5,5
S009,3,Ear level,6,NORMAL,1.92,-0.6799999999999999,-4.08,0.3701351104664349,0.16552945357246845,0.13699999999999996,5,1.92,0.061689185077739156,0.02758824226207808,0.003805555555555555,5,-0.6799999999999999,0.37013511046643494,0.16552945357246848,0.137,5
S010,3,Ear level,6,NORMAL,4.6,-0.23333333333333334,-1.4,1.08397416943394,0.4847679857416329,1.175,5,4.6,0.18066236157232332,0.08079466429027214,0.03263888888888889,5,-0.23333333333333334,1.08397416943394,0.4847679857416329,1.175,5
S011,3,Ear level,6,NORMAL,3.6,-0.39999999999999997,-2.4,0.5477225575051661,0.24494897427831777,0.3,5,3.6,0.09128709291752769,0.040824829046386304,0.008333333333333335,5,-0.39999999999999997,0.5477225575051661,0.24494897427831777,0.3,5
S012,3,Ear level,6,NORMAL,7.2,0.19999999999999998,1.2,0.8366600265340756,0.3741657386773941,0.7,5,7.2,0.13944333775567924,0.062360956446232345,0.01944444444444444,5,0.19999999999999998,0.8366600265340756,0.3741657386773941,0.7,5
S013,3,Ear level,6,NORMAL,1.11,-0.8150000000000001,-4.89,0.5952590472502987,0.1882374387132733,0.35433333333333333,10,1.11,0.09920984120838314,0.031372906452212225,0.009842592592592597,10,-0.8150000000000001,0.5952590472502988,0.18823743871327334,0.3543333333333334,10
S015,3,Ear level,6,NORMAL,2.445,-0.5925,-3.555,0.9166515150262939,0.28987066081271484,0.84025,10,2.445,0.15277525250438234,0.04831177680211915,0.02334027777777778,10,-0.5925,0.9166515150262939,0.28987066081271484,0.84025,10
S017,3,Ear level,6,NORMAL,6.8,0.13333333333333333,0.8,0.44721359549995793,0.19999999999999998,0.2,5,6.8,0.07453559924999298,0.033333333333333326,0.005555555555555555,5,0.13333333333333333,0.44721359549995793,0.19999999999999998,0.2,5
S018,3,Ear level,6,NORMAL,3.6,-0.39999999999999997,-2.4,0.8944271909999159,0.39999999999999997,0.8,5,3.6,0.14907119849998596,0.06666666666666665,0.02222222222222222,5,-0.39999999999999997,0.8944271909999159,0.39999999999999997,0.8,5
S001,0,Floor level,6,NORMAL,0.19,-0.9683333333333334,-5.8100000000000005,0.08406346808612326,0.04203173404306163,0.0070666666666666655,4,0.19,0.014010578014353865,0.007005289007176932,1.9629629629629587e-4,4,-0.9683333333333334,0.08406346808612332,0.04203173404306166,0.007066666666666673,4
S002,0,Floor level,6,NORMAL,1.52,-0.7466666666666667,-4.48,0.044721359549995836,0.020000000000000018,0.0020000000000000035,5,1.52,0.007453559924999273,0.0033333333333333214,5.555555555555516e-5,5,-0.7466666666666667,0.044721359549995635,0.019999999999999928,0.0019999999999999857,5
S003,0,Floor level,6,NORMAL,7.6,0.26666666666666666,1.6,3.286335345030997,1.469693845669907,10.8,5,7.6,0.5477225575051661,0.24494897427831777,0.3,5,0.26666666666666666,3.286335345030997,1.469693845669907,10.8,5
S004,0,Floor level,6,NORMAL,2.75,-0.5416666666666666,-3.25,0.4183300132670378,0.17078251276599332,0.175,6,2.75,0.06972166887783962,0.02846375212766555,0.0048611111111111095,6,-0.5416666666666666,0.4183300132670378,0.17078251276599332,0.175,6
S005,0,Floor level,6,NORMAL,2,-0.6666666666666666,-4,0,0,0,4,2,0,0,0,4,-0.6666666666666666,0,0,0,4
S006,0,Floor level,6,NORMAL,3.1,-0.48333333333333334,-2.9,0.22360679774997896,0.09999999999999999,0.05,5,3.1,0.03726779962499649,0.016666666666666663,0.0013888888888888883,5,-0.48333333333333334,0.22360679774997896,0.09999999999999999,0.05,5
S007,0,Floor level,6,NORMAL,2.6,-0.5666666666666667,-3.4,0.6519202405202649,0.291547594742265,0.425,5,2.6,0.10865337342004415,0.0485912657903775,0.011805555555555555,5,-0.5666666666666667,0.6519202405202649,0.291547594742265,0.425,5
S008,0,Floor level,6,NORMAL,4.166666666666667,-0.3055555555555555,-1.8333333333333333,1.1690451944500122,0.47726070210921184,1.3666666666666667,6,4.166666666666667,0.19484086574166867,0.0795434503515353,0.037962962962962955,6,-0.3055555555555555,1.1690451944500122,0.47726070210921184,1.3666666666666667,6
S009,0,Floor level,6,NORMAL,3.9000000000000004,-0.35,-2.0999999999999996,1.1633285577743433,0.5816642788871716,1.3533333333333335,4,3.9000000000000004,0.19388809296239057,0.09694404648119528,0.03759259259259261,4,-0.35,1.1633285577743433,0.5816642788871716,1.3533333333333335,4
S010,0,Floor level,6,NORMAL,4.7,-0.21666666666666665,-1.3,0.9746794344808963,0.43588989435406733,0.95,5,4.7,0.16244657241348273,0.07264831572567788,0.026388888888888885,5,-0.21666666666666665,0.9746794344808963,0.43588989435406733,0.95,5
S011,0,Floor level,6,NORMAL,5.08,-0.15333333333333335,-0.9200000000000002,1.2617448236470004,0.5642694391866353,1.5919999999999999,5,5.08,0.21029080394116673,0.09404490653110589,0.04422222222222222,5,-0.15333333333333335,1.2617448236470004,0.5642694391866353,1.5919999999999999,5
S012,0,Floor level,6,NORMAL,5.166666666666667,-0.1388888888888889,-0.8333333333333334,1.1690451944500122,0.47726070210921184,1.3666666666666667,6,5.166666666666667,0.19484086574166867,0.0795434503515353,0.03796296296296296,6,-0.1388888888888889,1.1690451944500122,0.47726070210921184,1.3666666666666667,6
S013,0,Floor level,6,NORMAL,5.5,-0.08333333333333334,-0.5,2.5071326821120348,0.8864052604279182,6.285714285714286,8,5.5,0.41785544701867244,0.1477342100713197,0.1746031746031746,8,-0.08333333333333334,2.5071326821120348,0.8864052604279182,6.285714285714286,8
S015,0,Floor level,6,NORMAL,4.21,-0.29833333333333334,-1.79,0.5665686189686118,0.17916472867168917,0.321,10,4.21,0.09442810316143531,0.029860788111948196,0.008916666666666668,10,-0.29833333333333334,0.5665686189686118,0.17916472867168917,0.321,10
S017,0,Floor level,6,NORMAL,4.75,-0.20833333333333331,-1.25,0.5,0.25,0.25,4,4.75,0.08333333333333333,0.041666666666666664,0.006944444444444444,4,-0.20833333333333331,0.5,0.25,0.25,4
S018,0,Floor level,6,NORMAL,4.6,-0.2333333333333333,-1.4,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.09128709291752768,0.0408248290463863,0.008333333333333333,5,-0.2333333333333333,0.5477225575051661,0.24494897427831777,0.3,5
S013,4,Ear level,2,ROVED,0.8333333333333334,-0.5833333333333334,-1.1666666666666667,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,0.8333333333333334,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.5833333333333334,0.2581988897471611,0.10540925533894598,0.06666666666666667,6
S001,5,Ear level,2,ROVED,0.13,-0.9349999999999999,-1.8699999999999999,0.0670820393249937,0.03,0.0045000000000000005,5,0.13,0.03354101966249682,0.014999999999999987,0.0011249999999999982,5,-0.9349999999999999,0.06708203932499364,0.029999999999999975,0.004499999999999993,5
S002,5,Ear level,2,ROVED,1.175,-0.41250000000000003,-0.8250000000000001,0.5188127472091126,0.2594063736045563,0.2691666666666666,4,1.175,0.2594063736045563,0.12970318680227816,0.06729166666666667,4,-0.41250000000000003,0.5188127472091126,0.2594063736045563,0.26916666666666667,4
S003,5,Ear level,2,ROVED,7.8,2.9,5.8,3.7013511046643495,1.6552945357246849,13.7,5,7.8,1.8506755523321747,0.8276472678623424,3.425,5,2.9,3.7013511046643495,1.6552945357246849,13.7,5
S004,5,Ear level,2,ROVED,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.6055300708194983,0.2472066162365221,0.36666666666666664,6,2.6666666666666665,0.30276503540974914,0.12360330811826105,0.09166666666666666,6,0.3333333333333333,0.6055300708194983,0.2472066162365221,0.36666666666666664,6
S005,5,Ear level,2,ROVED,1.8,-0.1,-0.2,0.27386127875258304,0.12247448713915889,0.075,5,1.8,0.13693063937629152,0.06123724356957944,0.01875,5,-0.1,0.27386127875258304,0.12247448713915889,0.075,5
S006,5,Ear level,2,ROVED,2.25,0.125,0.25,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,2.25,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,0.125,0.9574271077563381,0.47871355387816905,0.9166666666666666,4
S007,5,Ear level,2,ROVED,2.2,0.1,0.2,0.44721359549995793,0.19999999999999998,0.2,5,2.2,0.22360679774997896,0.09999999999999999,0.05,5,0.1,0.44721359549995793,0.19999999999999998,0.2,5
S008,5,Ear level,2,ROVED,1.5,-0.25,-0.5,1.224744871391589,0.5,1.5,6,1.5,0.6123724356957945,0.25,0.375,6,-0.25,1.224744871391589,0.5,1.5,6
S009,5,Ear level,2,ROVED,0.78,-0.61,-1.22,0.31144823004794875,0.1392838827718412,0.09699999999999999,5,0.78,0.15572411502397437,0.0696419413859206,0.024249999999999997,5,-0.61,0.31144823004794875,0.1392838827718412,0.09699999999999999,5
S010,5,Ear level,2,ROVED,4.95,1.475,2.95,2.1,1.05,4.41,4,4.95,1.05,0.525,1.1025,4,1.475,2.1,1.05,4.41,4
S011,5,Ear level,2,ROVED,1.7,-0.15,-0.3,0.6708203932499369,0.3,0.45,5,1.7,0.33541019662496846,0.15,0.1125,5,-0.15,0.6708203932499369,0.3,0.45,5
S012,5,Ear level,2,ROVED,6.333333333333333,2.1666666666666665,4.333333333333333,5.046450898073483,2.060204952048326,25.466666666666665,6,6.333333333333333,2.5232254490367416,1.030102476024163,6.366666666666666,6,2.1666666666666665,5.046450898073483,2.060204952048326,25.466666666666665,6
S013,5,Ear level,2,ROVED,1.1,-0.54,-1.08,0.8944271909999159,0.39999999999999997,0.8,5,1.1,0.5316836465418134,0.23777615523849316,0.2826875,5,-0.54,1.0633672930836269,0.4755523104769863,1.13075,5
S015,5,Ear level,2,ROVED,2.24,0.12000000000000001,0.24000000000000002,1.2167351578895238,0.3847654408135487,1.4804444444444447,10,2.24,0.6083675789447619,0.19238272040677434,0.37011111111111117,10,0.12000000000000001,1.2167351578895238,0.3847654408135487,1.4804444444444447,10
S017,5,Ear level,2,ROVED,4.8,1.4,2.8,1.4832396974191326,0.6633249580710799,2.2,5,4.8,0.7416198487095663,0.33166247903553997,0.55,5,1.4,1.4832396974191326,0.6633249580710799,2.2,5
S018,5,Ear level,2,ROVED,2.75,0.375,0.75,0.5,0.25,0.25,4,2.75,0.25,0.125,0.0625,4,0.375,0.5,0.25,0.25,4
S001,2,Floor level,2,ROVED,0.116,-0.9420000000000001,-1.8840000000000001,0.055946402922797456,0.025019992006393606,0.00313,5,0.116,0.027973201461398693,0.012509996003196787,7.82499999999998e-4,5,-0.9420000000000001,0.055946402922797386,0.025019992006393574,0.003129999999999992,5
S002,2,Floor level,2,ROVED,1.25,-0.375,-0.75,0.20816659994661327,0.10408329997330663,0.043333333333333335,4,1.25,0.10408329997330663,0.05204164998665332,0.010833333333333334,4,-0.375,0.20816659994661327,0.10408329997330663,0.043333333333333335,4
S003,2,Floor level,2,ROVED,3.8333333333333335,0.9166666666666666,1.8333333333333333,1.9407902170679516,0.792324288266981,3.7666666666666666,6,3.8333333333333335,0.9703951085339758,0.3961621441334905,0.9416666666666667,6,0.9166666666666666,1.9407902170679516,0.792324288266981,3.7666666666666666,6
S004,2,Floor level,2,ROVED,1,-0.5,-1,0,0,0,5,1,0,0,0,5,-0.5,0,0,0,5
S005,2,Floor level,2,ROVED,1.2,-0.4,-0.8,0.27386127875258304,0.12247448713915889,0.075,5,1.2,0.13693063937629152,0.06123724356957944,0.01875,5,-0.4,0.27386127875258304,0.12247448713915889,0.075,5
S006,2,Floor level,2,ROVED,1.25,-0.375,-0.75,0.5,0.25,0.25,4,1.25,0.25,0.125,0.0625,4,-0.375,0.5,0.25,0.25,4
S007,2,Floor level,2,ROVED,1.1666666666666667,-0.4166666666666667,-0.8333333333333334,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,1.1666666666666667,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.4166666666666667,0.2581988897471611,0.10540925533894598,0.06666666666666667,6
S008,2,Floor level,2,ROVED,3.6,0.8,1.6,1.9493588689617927,0.8717797887081347,3.8,5,3.6,0.9746794344808963,0.43588989435406733,0.95,5,0.8,1.9493588689617927,0.8717797887081347,3.8,5
S009,2,Floor level,2,ROVED,1.82,-0.09000000000000001,-0.18000000000000002,0.08366600265340753,0.037416573867739396,0.006999999999999995,5,1.82,0.04183300132670376,0.018708286933869698,0.0017499999999999987,5,-0.09000000000000001,0.08366600265340753,0.037416573867739396,0.006999999999999995,5
S010,2,Floor level,2,ROVED,1.625,-0.1875,-0.375,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,1.625,0.23935677693908453,0.11967838846954226,0.057291666666666664,4,-0.1875,0.47871355387816905,0.23935677693908453,0.22916666666666666,4
S011,2,Floor level,2,ROVED,1.3333333333333333,-0.3333333333333333,-0.6666666666666666,0.2581988897471611,0.10540925533894598,0.06666666666666667,6,1.3333333333333333,0.12909944487358055,0.05270462766947299,0.016666666666666666,6,-0.3333333333333333,0.2581988897471611,0.10540925533894598,0.06666666666666667,6
S012,2,Floor level,2,ROVED,2.6,0.3,0.6,1.9493588689617927,0.8717797887081347,3.8,5,2.6,0.9746794344808963,0.43588989435406733,0.95,5,0.3,1.9493588689617927,0.8717797887081347,3.8,5
S013,2,Floor level,2,ROVED,0.77,-0.615,-1.23,0.5618422079789543,0.17767010628315236,0.31566666666666665,10,0.77,0.28092110398947717,0.08883505314157618,0.07891666666666666,10,-0.615,0.5618422079789543,0.17767010628315236,0.31566666666666665,10
S015,2,Floor level,2,ROVED,1.1708333333333334,-0.4145833333333333,-0.8291666666666666,0.44744645862196,0.12916666666666668,0.20020833333333332,12,1.1708333333333334,0.22372322931098,0.06458333333333334,0.05005208333333333,12,-0.4145833333333333,0.44744645862196,0.12916666666666668,0.20020833333333332,12
S017,2,Floor level,2,ROVED,1.8,-0.1,-0.2,1.3038404810405297,0.58309518948453,1.7,5,1.8,0.6519202405202649,0.291547594742265,0.425,5,-0.1,1.3038404810405297,0.58309518948453,1.7,5
S018,2,Floor level,2,ROVED,1.25,-0.375,-0.75,0.5,0.25,0.25,4,1.25,0.25,0.125,0.0625,4,-0.375,0.5,0.25,0.25,4
S013,4,Ear level,2.9,ROVED,1.2,-0.5862068965517241,-1.7,0.570087712549569,0.25495097567963926,0.325,5,1.2,0.19658196984467896,0.08791412954470318,0.03864447086801427,5,-0.5862068965517241,0.570087712549569,0.25495097567963926,0.325,5
S001,5,Ear level,2.9,ROVED,0.275,-0.9051724137931034,-2.625,0.22527760652137618,0.09196919774214263,0.050749999999999997,6,0.275,0.07768193328323321,0.031713516462807824,0.006034482758620695,6,-0.9051724137931034,0.22527760652137627,0.09196919774214267,0.05075000000000003,6
S002,5,Ear level,2.9,ROVED,1.12,-0.6137931034482759,-1.7799999999999998,0.4438468204234429,0.19849433241279207,0.197,5,1.12,0.15305062773222172,0.06844632152165245,0.023424494649227114,5,-0.6137931034482759,0.4438468204234429,0.19849433241279207,0.197,5
S003,5,Ear level,2.9,ROVED,4.75,0.6379310344827587,1.85,1.707825127659933,0.8539125638299665,2.9166666666666665,4,4.75,0.5889052164344597,0.29445260821722985,0.34680935394371776,4,0.6379310344827587,1.707825127659933,0.8539125638299665,2.916666666666666,4
S004,5,Ear level,2.9,ROVED,2.56,-0.11724137931034481,-0.33999999999999997,0.6268971207462991,0.28035691537752366,0.39299999999999996,5,2.56,0.2161714209469997,0.09667479840604265,0.04673008323424494,5,-0.11724137931034481,0.6268971207462991,0.28035691537752366,0.39299999999999996,5
S005,5,Ear level,2.9,ROVED,2.0833333333333335,-0.2816091954022988,-0.8166666666666665,0.2041241452319315,0.08333333333333334,0.041666666666666664,6,2.0833333333333335,0.07038763628687293,0.02873563218390805,0.0049544193420531105,6,-0.2816091954022988,0.2041241452319315,0.08333333333333334,0.041666666666666664,6
S006,5,Ear level,2.9,ROVED,2.2,-0.24137931034482757,-0.7,1.0954451150103321,0.48989794855663554,1.2,5,2.2,0.37773969483114905,0.16893032708849504,0.1426872770511296,5,-0.24137931034482757,1.0954451150103321,0.48989794855663554,1.2,5
S007,5,Ear level,2.9,ROVED,2.125,-0.2672413793103448,-0.7749999999999999,0.25,0.125,0.0625,4,2.125,0.08620689655172413,0.043103448275862065,0.007431629013079665,4,-0.2672413793103448,0.25,0.125,0.0625,4
S008,5,Ear level,2.9,ROVED,2.4,-0.17241379310344823,-0.4999999999999999,2.073644135332772,0.9273618495495702,4.3,5,2.4,0.7150497018388869,0.3197799481205415,0.5112960760998811,5,-0.17241379310344823,2.073644135332772,0.9273618495495702,4.3,5
S009,5,Ear level,2.9,ROVED,1.0666666666666667,-0.632183908045977,-1.8333333333333333,0.26583202716502513,0.10852547064066471,0.07066666666666667,6,1.0666666666666667,0.09166621626380181,0.037422576082987845,0.008402695204122084,6,-0.632183908045977,0.2658320271650252,0.10852547064066474,0.0706666666666667,6
S010,5,Ear level,2.9,ROVED,3.8,0.3103448275862069,0.9,2.7748873851023217,1.2409673645990857,7.7,5,3.8,0.9568577190008005,0.4279197808962364,0.915576694411415,5,0.3103448275862069,2.7748873851023212,1.2409673645990855,7.699999999999999,5
S011,5,Ear level,2.9,ROVED,2.375,-0.18103448275862066,-0.5249999999999999,0.47871355387816905,0.23935677693908453,0.22916666666666666,4,2.375,0.16507363926833415,0.08253681963416708,0.02724930638129211,4,-0.18103448275862066,0.47871355387816905,0.23935677693908453,0.22916666666666666,4
S012,5,Ear level,2.9,ROVED,6.8,1.3448275862068966,3.9,3.8987177379235853,1.7435595774162693,15.2,5,6.8,1.3443854268702018,0.6012274404883687,1.8073721759809747,5,1.3448275862068966,3.8987177379235853,1.7435595774162693,15.199999999999998,5
S013,5,Ear level,2.9,ROVED,0.7833333333333333,-0.7816091954022989,-2.2666666666666666,0.649358657959272,0.26509956200978113,0.4216666666666667,6,0.7833333333333333,0.2620840890978015,0.10699538133195624,0.06868806975822436,6,-0.7816091954022989,0.7600438583836243,0.31028660586267304,0.5776666666666668,6
